project_id,year,chain_length,frequency
18878,2009,2,31
18878,2009,3,5
18878,2009,5,1
18885,2009,1,26
19091,2010,1,57
19091,2010,2,1
19097,2009,1,69
19097,2009,2,9
19146,2010,1,263
19146,2010,2,3
19146,2013,1,265
19146,2013,2,3
19411,2009,1,215
19411,2009,2,12
19411,2009,3,6
19657,2010,1,6
19657,2010,2,1
19657,2011,1,17
19657,2011,2,2
19775,2011,1,115
19775,2011,2,15
19873,2009,1,133
19873,2009,2,12
19873,2009,5,1
19966,2009,1,153
19966,2009,2,2
20034,2013,1,2977
20034,2013,2,23
20034,2013,3,2
20034,2019,1,2978
20034,2019,2,23
20034,2019,3,2
20034,2020,1,2977
20034,2020,2,23
20034,2020,3,2
20325,2013,1,1821
20325,2013,2,30
20325,2013,3,2
20934,2009,1,118
20934,2009,2,8
21167,2010,1,2
21578,2016,1,172
21578,2016,2,9
21578,2016,3,1
21578,2016,4,6
22129,2013,1,159
22129,2013,2,2
22129,2017,1,159
22129,2017,2,2
22129,2018,1,159
22129,2018,2,2
23680,2009,1,93
23680,2009,2,2
23680,2009,3,1
23680,2010,1,95
23680,2010,2,2
23680,2010,3,1
26385,2009,1,119
27826,2017,1,686
27826,2017,2,13
27826,2017,3,1
27826,2018,1,686
27826,2018,2,13
27826,2018,3,1
28816,2013,1,2663
28816,2013,2,116
28816,2013,3,9
28816,2013,4,1
28816,2013,7,2
28816,2013,8,1
29976,2014,1,21
30102,2013,1,693
30102,2013,2,13
30102,2013,7,1
31969,2009,1,207
31969,2009,2,3
33205,2011,1,1
33666,2013,1,57
33666,2013,2,1
33666,2014,1,57
33666,2014,2,1
35690,2009,1,173
35690,2009,2,4
35885,2015,1,196
35885,2015,2,4
36078,2008,1,797
36078,2008,2,2
36078,2010,1,797
36078,2010,2,2
36078,2017,1,797
36078,2017,2,2
37345,2013,1,6
37345,2014,1,124
37345,2014,2,7
37345,2014,3,1
38329,2009,1,305
38329,2009,2,8
38329,2009,3,1
40213,2009,1,30
41615,2013,1,1023
41615,2013,2,5
41615,2013,3,1
42046,2009,1,113
44643,2015,1,31
44643,2015,3,1
48795,2013,1,1509
48795,2013,2,21
48795,2013,3,2
48795,2014,1,1503
48795,2014,2,21
48795,2014,3,2
49762,2010,1,11
50856,2009,1,177
50856,2009,2,15
53680,2012,1,1149
53680,2012,2,53
53680,2012,3,78
53680,2012,4,41
53680,2012,5,2
53680,2012,6,6
53680,2012,7,5
53680,2012,8,8
53680,2012,10,3
53680,2012,11,3
53680,2012,12,1
53680,2012,15,1
53680,2012,16,5
53680,2012,21,1
53680,2012,24,1
53680,2012,28,1
53680,2012,30,2
53680,2013,1,1149
53680,2013,2,53
53680,2013,3,78
53680,2013,4,41
53680,2013,5,2
53680,2013,6,6
53680,2013,7,5
53680,2013,8,8
53680,2013,10,3
53680,2013,11,3
53680,2013,12,1
53680,2013,15,1
53680,2013,16,5
53680,2013,21,1
53680,2013,24,1
53680,2013,28,1
53680,2013,30,2
53680,2015,1,1424
53680,2015,2,62
53680,2015,3,97
53680,2015,4,46
53680,2015,5,4
53680,2015,6,7
53680,2015,7,5
53680,2015,8,7
53680,2015,10,8
53680,2015,11,3
53680,2015,12,2
53680,2015,14,1
53680,2015,15,3
53680,2015,16,6
53680,2015,18,1
53680,2015,21,1
53680,2015,24,1
53680,2015,28,1
53680,2015,30,4
53680,2021,1,2078
53680,2021,2,65
53680,2021,3,97
53680,2021,4,46
53680,2021,5,4
53680,2021,6,7
53680,2021,7,5
53680,2021,8,7
53680,2021,10,8
53680,2021,11,3
53680,2021,12,2
53680,2021,14,1
53680,2021,15,3
53680,2021,16,6
53680,2021,18,1
53680,2021,21,1
53680,2021,24,1
53680,2021,28,1
53680,2021,30,4
54729,2013,1,1008
54729,2013,2,67
54729,2013,3,2
54729,2013,5,2
54729,2013,6,1
55791,2015,1,3313
55791,2015,2,352
55791,2015,3,26
55791,2015,4,2
55791,2015,5,30
55791,2015,6,1
55791,2015,7,2
55817,2010,1,6877
55817,2010,2,81
55817,2010,3,3
56904,2016,1,282
56904,2016,2,17
56904,2016,5,1
57371,2009,1,214
57371,2009,2,7
57371,2009,3,4
57371,2009,4,1
57371,2013,1,214
57371,2013,2,7
57371,2013,3,4
57371,2013,4,1
60079,2017,1,294
60079,2017,2,18
60079,2017,3,3
61009,2013,1,151
61009,2013,2,5
61117,2015,1,299
61117,2015,2,25
61117,2015,3,2
61117,2015,4,1
61279,2011,1,3568
61279,2011,2,117
61279,2011,3,8
61279,2011,11,1
61279,2011,12,1
61279,2014,1,3568
61279,2014,2,117
61279,2014,3,8
61279,2014,11,1
61279,2014,12,1
62085,2013,1,31
62085,2013,2,4
63374,2016,1,834
63374,2016,2,128
63374,2016,3,6
67448,2013,1,932
67448,2013,2,23
67448,2020,1,951
67448,2020,2,24
68235,2015,1,286
68235,2015,2,14
69726,2009,1,997
69726,2009,2,66
69726,2009,3,2
72368,2017,1,3560
72368,2017,2,125
72368,2017,3,2
78301,2016,1,1787
78301,2016,2,57
78301,2016,3,6
78301,2016,4,1
78301,2016,7,1
80574,2012,1,459
80574,2012,2,33
80574,2012,3,5
80574,2013,1,459
80574,2013,2,33
80574,2013,3,5
80574,2018,1,459
80574,2018,2,33
80574,2018,3,5
83137,2015,1,510
83137,2015,2,69
83137,2015,4,2
83322,2009,1,2633
83322,2009,2,115
83322,2009,3,13
83322,2009,4,7
83322,2009,7,1
83357,2015,1,8
83357,2015,2,1
84907,2016,1,354
84907,2016,2,5
84907,2018,1,383
84907,2018,2,5
85465,2012,1,1029
85465,2012,2,2
89141,2009,1,183
89141,2009,2,8
89141,2009,3,3
91299,2013,1,933
91299,2013,2,23
91299,2013,3,6
94195,2016,1,6474
94195,2016,2,360
94195,2016,3,44
95819,2014,1,515
95819,2014,2,6
95888,2009,1,55
95888,2009,2,4
97446,2008,1,774
97446,2008,2,31
99416,2009,1,72682
99416,2009,2,1580
99416,2009,3,170
99416,2009,4,29
99416,2009,5,7
99416,2009,6,6
99416,2009,8,1
100811,2015,1,7222
100811,2015,2,355
100811,2015,3,40
100811,2015,4,15
100811,2015,5,6
100811,2015,6,2
100811,2015,7,2
100811,2015,8,2
104161,2014,1,63
104161,2014,2,6
104161,2014,4,1
104161,2015,1,63
104161,2015,2,6
104161,2015,4,1
104466,2016,1,749
104466,2016,2,29
104466,2016,3,8
104466,2016,4,2
104466,2016,5,1
104466,2016,6,1
104466,2016,7,1
110373,2015,1,1
111143,2015,1,330
111143,2015,2,26
111143,2015,3,1
111168,2014,1,21019
111168,2014,2,835
111168,2014,3,117
111168,2014,4,20
111168,2014,5,9
111168,2014,6,7
111168,2014,7,7
111168,2014,8,4
111168,2014,9,1
111168,2014,11,1
111558,2008,1,14855
111558,2008,2,218
111558,2008,3,1
112297,2015,1,6537
112297,2015,2,127
112297,2015,3,17
112297,2015,4,8
112297,2015,5,7
112297,2015,9,7
114226,2014,1,92
114226,2014,2,5
114226,2016,1,92
114226,2016,2,5
115613,2016,1,716
115613,2016,2,71
115613,2016,4,8
119360,2015,1,1183
119360,2015,2,38
119360,2015,3,1
119360,2015,4,1
120275,2008,1,308
120275,2008,2,7
120275,2008,3,2
120275,2013,1,308
120275,2013,2,7
120275,2013,3,2
120471,2011,1,792
120471,2011,2,7
129139,2009,1,88
129139,2009,2,1
129139,2010,1,135
129139,2010,2,1
129139,2010,3,1
129878,2008,1,9479
129878,2008,2,335
129878,2008,3,20
129878,2008,4,2
131851,2017,1,1933
131851,2017,2,255
131851,2017,3,11
135815,2014,1,720
135815,2014,2,21
135815,2014,4,1
135815,2015,1,721
135815,2015,2,21
135815,2015,4,1
135815,2018,1,721
135815,2018,2,21
135815,2018,4,1
143649,2014,1,169
143649,2014,2,5
145670,2014,1,135
145670,2014,2,10
145670,2014,3,2
145670,2014,6,1
145670,2016,1,549
145670,2016,2,27
145670,2016,3,2
145670,2016,6,1
146209,2010,1,16432
146209,2010,2,304
146209,2010,3,11
146274,2015,1,38
147876,2015,1,2632
147876,2015,2,74
147876,2015,5,2
147876,2015,6,1
150532,2014,1,49
150532,2014,2,4
150532,2014,3,1
150532,2014,4,1
150532,2015,1,53
150532,2015,2,4
150532,2015,3,1
150532,2015,4,1
152077,2010,1,320
152077,2010,2,8
152077,2010,3,6
152643,2015,1,1
153378,2015,1,446
153378,2015,2,23
153378,2015,3,3
153378,2015,4,1
155306,2014,1,117
155306,2014,2,2
157043,2015,1,132
157043,2015,2,2
157250,2016,1,2549
157250,2016,2,74
157250,2016,3,29
157250,2016,4,4
157250,2020,1,2577
157250,2020,2,79
157250,2020,3,29
157250,2020,4,4
157438,2009,1,23
157438,2009,2,40
160742,2014,1,1142
160742,2014,2,87
161051,2009,1,55
161051,2009,2,4
164596,2015,1,3195
164596,2015,2,146
164596,2015,3,18
164596,2015,4,2
164596,2015,7,2
164596,2015,13,1
169601,2014,1,141
169601,2014,2,6
169601,2015,1,141
169601,2015,2,6
169601,2017,1,141
169601,2017,2,6
169814,2008,1,1647
169814,2008,2,51
169814,2008,3,12
170510,2018,1,139
170510,2018,2,2
170510,2018,3,10
170510,2018,4,2
170510,2018,5,1
170510,2018,6,1
170759,2009,1,2325
170759,2009,2,129
170759,2009,3,8
170759,2020,1,2325
170759,2020,2,129
170759,2020,3,8
171673,2015,1,895
171673,2015,2,14
171673,2015,3,5
171673,2017,1,901
171673,2017,2,14
171673,2017,3,5
173819,2015,1,774
173819,2015,2,7
175776,2014,1,102
175776,2014,2,1
175776,2015,1,109
175776,2015,2,1
175864,2015,1,124
175864,2015,2,2
175864,2015,3,1
175864,2015,9,1
176409,2015,1,10038
176409,2015,2,309
176409,2015,3,13
176409,2015,5,17
176409,2015,6,9
176621,2015,1,169
176621,2016,1,168
176960,2015,1,599
176960,2015,2,32
176960,2015,3,26
176960,2015,4,3
177488,2016,1,136
177488,2016,2,1
177488,2016,8,1
177548,2015,1,790
177548,2015,2,64
177548,2015,3,12
177548,2015,4,6
177548,2015,5,1
177548,2015,8,1
179765,2015,1,2919
179765,2015,2,211
179765,2015,3,30
179765,2015,4,9
182299,2015,1,5426
182299,2015,2,153
182299,2015,3,28
182299,2015,4,8
183802,2015,1,2772
183802,2015,2,45
183802,2015,3,2
183802,2015,4,5
184632,2015,1,48187
184632,2015,2,1154
184632,2015,3,72
184632,2015,4,18
184632,2015,5,16
184632,2015,6,4
184632,2015,7,3
184632,2015,9,3
184632,2015,10,1
184632,2015,13,2
186258,2015,1,106
186258,2015,2,1
186300,2014,1,44
186300,2014,2,2
187333,2015,1,56
187333,2015,2,3
187450,2009,1,380
187450,2009,2,6
187450,2009,3,4
187450,2014,1,394
187450,2014,2,6
187450,2014,3,4
187450,2015,1,395
187450,2015,2,6
187450,2015,3,4
188396,2015,1,6
189578,2015,1,3785
189578,2015,2,319
189578,2015,3,74
189578,2015,4,12
189578,2015,5,4
189578,2015,6,12
189815,2015,1,11
189815,2015,2,1
193363,2015,1,153
193363,2015,2,8
193363,2015,3,11
193363,2015,5,1
194093,2014,1,1033
195322,2014,1,431
195322,2014,2,8
195322,2014,3,6
195322,2014,4,6
195322,2014,5,2
195322,2014,6,1
195322,2014,7,1
195322,2014,13,1
195322,2015,1,451
195322,2015,2,8
195322,2015,3,6
195322,2015,4,6
195322,2015,5,2
195322,2015,6,1
195322,2015,7,1
195322,2015,13,1
196598,2015,1,212
196598,2015,2,9
196807,2016,1,7927
196807,2016,2,176
196807,2016,3,11
198912,2015,1,127
199622,2015,1,20
199622,2015,2,2
199662,2015,1,150
199662,2015,2,8
199662,2017,1,150
199662,2017,2,8
201094,2015,1,70
201094,2015,2,2
201094,2015,3,1
201095,2015,1,121
201095,2015,2,6
201406,2017,1,251
201406,2017,2,20
201406,2017,3,2
201406,2019,1,267
201406,2019,2,18
201406,2019,3,3
201618,2015,1,629
201618,2015,2,6
202325,2018,1,417
202325,2018,2,14
202325,2019,1,381
202325,2019,2,23
202325,2019,3,3
202325,2019,4,1
202325,2020,1,381
202325,2020,2,23
202325,2020,3,3
202325,2020,4,1
203016,2016,1,177
203016,2016,2,2
203016,2016,3,2
203017,2016,1,9594
203017,2016,2,529
203017,2016,3,59
203017,2016,4,12
203017,2016,5,3
203019,2016,1,1748
203019,2016,2,80
203019,2016,3,34
203019,2016,4,10
203019,2016,5,6
203019,2016,6,3
203019,2016,7,1
203019,2016,9,1
203019,2016,10,2
203019,2016,12,1
203019,2016,18,1
203405,2016,1,601
203405,2016,2,6
203409,2018,1,42
203409,2018,4,1
203809,2018,1,34
203809,2018,2,1
203809,2018,4,1
203809,2018,5,1
204373,2017,1,365
204373,2017,2,67
204373,2017,3,5
204373,2017,4,1
204431,2018,1,21
204431,2018,2,5
204431,2018,3,1
204884,2017,1,17
205397,2017,1,146
205397,2017,2,7
205397,2017,4,2
205397,2017,6,1
205432,2017,1,104
205432,2017,2,8
205802,2015,1,804
205802,2015,2,1
206030,2013,1,5280
206030,2013,2,302
206030,2013,3,7
206030,2013,4,6
206030,2013,6,1
206168,2018,1,90
206168,2018,2,3
206340,2018,1,180
206340,2018,2,18
206340,2018,3,4
206628,2016,1,753
206628,2016,2,27
206628,2016,3,5
206628,2016,14,1
206910,2016,1,38
206910,2016,2,4
207180,2016,1,357
207180,2016,2,18
207180,2020,1,357
207180,2020,2,18
207665,2017,1,181
207665,2017,2,3
207665,2017,3,1
207728,2015,1,173939
207728,2015,2,6557
207728,2015,3,825
207728,2015,4,215
207728,2015,5,57
207728,2015,6,14
207728,2015,7,10
207728,2015,8,3
207728,2015,9,3
207728,2015,14,1
207882,2017,1,156
207882,2017,2,10
207882,2017,3,2
208408,2015,1,8
208408,2015,2,1
208408,2015,4,1
208700,2015,1,63
209155,2017,1,91
209155,2017,2,8
209196,2018,1,385
209196,2018,2,5
209431,2015,1,1466
209431,2015,2,42
209431,2015,3,21
209431,2015,4,7
209431,2015,5,5
209431,2015,6,6
209431,2015,9,1
209431,2015,10,1
209431,2015,14,1
209526,2017,1,2266
209526,2017,2,111
209526,2017,3,2
209526,2017,4,1
209526,2017,5,1
210125,2018,1,135
210125,2018,2,5
210125,2018,3,2
210125,2018,4,4
210125,2018,5,2
210125,2018,6,1
210125,2018,9,1
210287,2017,1,312
210287,2017,2,36
210287,2017,3,4
210287,2019,1,312
210287,2019,2,36
210287,2019,3,4
210289,2017,1,215
210289,2017,2,9
210289,2017,3,10
210289,2017,5,1
210289,2019,1,215
210289,2019,2,9
210289,2019,3,10
210289,2019,5,1
211081,2016,1,5632
211081,2016,2,190
211081,2016,3,13
211081,2016,4,2
211081,2016,5,1
211081,2016,6,3
211081,2016,48,1
211230,2017,1,46
211230,2017,2,5
211230,2017,4,1
211230,2017,6,1
211827,2017,1,1339
211827,2017,2,95
211827,2017,3,25
211827,2017,4,3
211827,2017,5,1
211827,2017,6,3
212447,2017,1,136
212447,2017,2,2
212711,2017,1,456
212711,2017,2,40
212711,2017,3,2
213180,2015,1,364
213180,2015,2,44
213180,2015,3,10
213269,2018,1,216
213269,2018,2,10
213269,2018,3,1
213269,2018,4,2
213269,2018,5,1
213269,2018,6,1
214011,2015,1,103
214023,2017,1,411
214023,2017,2,17
214023,2017,3,2
214023,2017,4,1
214023,2017,5,3
214023,2017,6,2
216053,2017,1,131
216053,2017,2,4
216053,2017,4,1
216612,2017,1,182
216612,2017,2,2
216797,2015,1,41
219102,2016,1,40
219102,2016,2,4
219102,2016,3,2
219264,2018,1,115
219264,2018,2,9
220050,2018,1,184
220050,2018,2,5
220920,2017,1,153
220920,2017,2,1
221524,2016,1,139
221524,2016,2,10
221804,2016,1,44
221804,2016,2,2
221804,2016,3,1
222261,2019,1,2318
222261,2019,2,11
222276,2017,1,791
222276,2017,2,1
222276,2017,3,2
222276,2019,1,791
222276,2019,2,1
222276,2019,3,2
222614,2018,1,121
222614,2018,2,7
223073,2015,1,10651
223073,2015,2,1109
223073,2015,3,77
223073,2015,4,6
223073,2015,5,9
223073,2015,6,5
223073,2015,7,13
223073,2015,8,3
223073,2015,9,3
223073,2015,10,3
223073,2015,11,1
223073,2015,12,1
223164,2018,1,99
223645,2020,1,586
223645,2020,2,56
223645,2020,3,4
223645,2020,4,4
223645,2020,5,1
225058,2017,1,394
225058,2017,2,27
225058,2017,3,2
225797,2018,1,73
225797,2018,2,2
227041,2018,1,1482
227041,2018,2,166
227041,2018,3,14
227041,2018,4,15
227041,2018,5,4
227041,2018,6,2
227041,2018,9,1
227247,2018,1,29
227247,2018,2,1
227247,2018,3,3
230169,2017,1,7
230169,2019,1,74
230169,2019,2,8
231653,2016,1,341
231653,2016,2,11
231818,2016,1,687
231818,2016,2,3
232534,2018,1,27466
232534,2018,2,601
232534,2018,3,101
232534,2018,4,18
232534,2018,5,2
232534,2018,6,17
232534,2018,7,2
232534,2018,9,1
232863,2015,1,3480
232863,2015,2,156
232863,2015,3,16
232863,2015,4,2
232863,2015,5,1
232863,2015,6,2
232863,2015,7,4
232863,2015,11,2
233559,2015,1,294
233559,2015,2,32
233559,2015,3,12
233559,2015,4,12
233559,2015,5,3
233559,2015,8,2
233559,2015,12,1
235247,2016,1,588
235247,2016,2,10
235247,2016,4,1
235247,2016,5,3
235247,2016,6,1
235256,2016,1,2
235256,2020,1,2
235439,2018,1,570
235439,2018,2,104
235439,2018,3,9
235559,2017,1,622
235559,2017,2,39
235559,2017,3,4
235559,2017,5,1
235559,2017,7,1
235559,2019,1,622
235559,2019,2,39
235559,2019,3,4
235559,2019,5,1
235559,2019,7,1
235732,2015,1,269
235732,2015,2,28
235732,2015,3,8
236909,2018,1,463
236909,2018,2,1
236909,2020,1,463
236909,2020,2,1
238997,2018,1,2677
238997,2018,2,71
238997,2018,3,5
238997,2018,4,8
238997,2018,6,2
238997,2018,7,3
238997,2018,18,1
238997,2019,1,2677
238997,2019,2,71
238997,2019,3,5
238997,2019,4,8
238997,2019,6,2
238997,2019,7,3
238997,2019,18,1
238997,2020,1,2677
238997,2020,2,71
238997,2020,3,5
238997,2020,4,8
238997,2020,6,2
238997,2020,7,3
238997,2020,18,1
239272,2018,1,55
239272,2018,2,2
239272,2018,7,1
239347,2017,1,62
239347,2017,2,9
239347,2017,3,2
242079,2017,1,474
242079,2017,2,5
242079,2017,3,10
242079,2020,1,474
242079,2020,2,5
242079,2020,3,10
242755,2017,1,102
242755,2017,2,8
245058,2016,1,40
245058,2016,2,1
245176,2018,1,546
245176,2018,2,18
245176,2018,3,1
245585,2018,1,1957
245585,2018,2,29
245585,2018,3,3
245585,2018,4,3
245586,2016,1,178
245586,2016,2,5
246673,2020,1,13
247584,2015,1,251
247584,2015,2,12
247588,2015,1,102
247786,2017,1,1652
247786,2017,2,103
247786,2017,3,17
247786,2017,4,5
247786,2017,5,1
248269,2016,1,2496
248269,2016,2,193
248269,2016,3,16
248269,2016,4,4
248269,2016,5,2
248269,2016,6,2
248269,2016,7,2
248269,2016,8,2
248269,2016,10,1
248269,2016,21,1
249515,2018,1,834
249515,2018,2,101
